country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines
Greece,GRC,12/30/2020,1722,1722,,645,638,0.02,0.02,,61,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Hungary,HUN,12/30/2020,3789,,,1328,1348,0.04,,,140,Pfizer/BioNTech
Iceland,ISL,12/30/2020,4875,4875,,,,1.43,1.43,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Israel,ISR,12/30/2020,832566,832566,,152919,99017,9.62,9.62,,11440,"Moderna, Pfizer/BioNTech"
Italy,ITA,12/30/2020,13580,13580,,4668,2189,0.02,0.02,,36,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Kuwait,KWT,12/30/2020,,,,,1121,,,,262,Pfizer/BioNTech
Latvia,LVA,12/30/2020,,2257,,,,,0.12,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Lithuania,LTU,12/30/2020,9722,9722,,1533,2435,0.36,0.36,,894,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Luxembourg,LUX,12/30/2020,1200,1200,,,,0.19,0.19,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Mexico,MEX,12/30/2020,24998,24998,,6469,3679,0.02,0.02,,29,Pfizer/BioNTech
Monaco,MCO,12/30/2020,0,,,,,0,,,,Pfizer/BioNTech
Northern Ireland,,12/30/2020,,,,,1890,,,,998,"Oxford/AstraZeneca, Pfizer/BioNTech"
Norway,NOR,12/30/2020,2098,2098,,424,698,0.04,0.04,,129,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Oman,OMN,12/30/2020,5043,5043,,1680,1663,0.1,0.1,,326,"Oxford/AstraZeneca, Pfizer/BioNTech"
Poland,POL,12/30/2020,36300,36300,,30000,17150,0.1,0.1,,453,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Portugal,PRT,12/30/2020,26850,26850,,10149,11011,0.26,0.26,,1080,"Moderna, Pfizer/BioNTech"
Qatar,QAT,12/30/2020,,,,,1351,,,,469,Pfizer/BioNTech
Romania,ROU,12/30/2020,5666,5666,,2888,1800,0.03,0.03,,94,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Russia,RUS,12/30/2020,,,,,68000,,,,466,Sputnik V
Scotland,,12/30/2020,,,,,4116,,,,753,"Oxford/AstraZeneca, Pfizer/BioNTech"
Slovenia,SVN,12/30/2020,8911,8911,,441,1031,0.43,0.43,,496,"Oxford/AstraZeneca, Pfizer/BioNTech"
Sweden,SWE,12/30/2020,,,,,1756,,,,174,"Oxford/AstraZeneca, Pfizer/BioNTech"
Switzerland,CHE,12/30/2020,,,,,3000,,,,347,"Moderna, Pfizer/BioNTech"
United Kingdom,GBR,12/30/2020,,,,,51111,,,,753,"Oxford/AstraZeneca, Pfizer/BioNTech"
United States,USA,12/30/2020,2794588,2794588,,,255223,0.84,0.84,,763,"Moderna, Pfizer/BioNTech"
Wales,,12/30/2020,,,,,1879,,,,596,"Oxford/AstraZeneca, Pfizer/BioNTech"
Argentina,ARG,12/31/2020,32013,,,,15656,0.07,,,346,Sputnik V
Bahrain,BHR,12/31/2020,58643,58643,,1326,1225,3.45,3.45,,720,"Pfizer/BioNTech, Sinopharm/Beijing"
Belgium,BEL,12/31/2020,786,786,,9,163,0.01,0.01,,14,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Bulgaria,BGR,12/31/2020,,,,,1477,,,,213,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,CYM,12/31/2020,,,,,275,,,,4184,Pfizer/BioNTech
Chile,CHL,12/31/2020,8650,8650,,0,1176,0.05,0.05,,62,"Pfizer/BioNTech, Sinovac"
China,CHN,12/31/2020,4500000,,,,187500,0.31,,,130,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
Costa Rica,CRI,12/31/2020,,,,,240,,,,47,Pfizer/BioNTech
Croatia,HRV,12/31/2020,,,,,1105,,,,269,Pfizer/BioNTech
Czechia,CZE,12/31/2020,11777,11777,,1310,2630,0.11,0.11,,246,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Denmark,DNK,12/31/2020,35113,35113,,6197,7155,0.61,0.61,,1235,"Moderna, Pfizer/BioNTech"
England,,12/31/2020,,,,,44902,,,,798,"Oxford/AstraZeneca, Pfizer/BioNTech"
Estonia,EST,12/31/2020,1907,,,1023,567,0.14,,,427,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Finland,FIN,12/31/2020,1767,,,,,0.03,,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
France,FRA,12/31/2020,316,316,,79,76,0,0,,1,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Germany,DEU,12/31/2020,180327,180327,,38115,39224,0.22,0.22,,468,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Greece,GRC,12/31/2020,2339,2339,,617,631,0.02,0.02,,61,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Hungary,HUN,12/31/2020,5110,,,1321,1339,0.05,,,139,Pfizer/BioNTech
Iceland,ISL,12/31/2020,,,,,63,,,,185,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,IRL,12/31/2020,1800,,,,,0.04,,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Israel,ISR,12/31/2020,991726,991726,,159160,111283,11.46,11.46,,12857,"Moderna, Pfizer/BioNTech"
Italy,ITA,12/31/2020,38838,38838,,25258,7956,0.06,0.06,,132,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Kuwait,KWT,12/31/2020,,,,,1121,,,,262,Pfizer/BioNTech
Lithuania,LTU,12/31/2020,9747,9747,,25,1832,0.36,0.36,,673,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Luxembourg,LUX,12/31/2020,,,,,62,,,,99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Mexico,MEX,12/31/2020,,,,,3695,,,,29,Pfizer/BioNTech
Monaco,MCO,12/31/2020,,,,,126,,,,3211,Pfizer/BioNTech
Northern Ireland,,12/31/2020,,,,,1808,,,,955,"Oxford/AstraZeneca, Pfizer/BioNTech"
Norway,NOR,12/31/2020,2170,2170,,72,541,0.04,0.04,,100,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Oman,OMN,12/31/2020,6516,6516,,1473,1600,0.13,0.13,,313,"Oxford/AstraZeneca, Pfizer/BioNTech"
Poland,POL,12/31/2020,47600,47600,,11300,15200,0.13,0.13,,402,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Portugal,PRT,12/31/2020,,,,,7770,,,,762,"Moderna, Pfizer/BioNTech"
Qatar,QAT,12/31/2020,,,,,1351,,,,469,Pfizer/BioNTech
Romania,ROU,12/31/2020,10289,10289,,4623,2741,0.05,0.05,,142,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Russia,RUS,12/31/2020,,,,,68000,,,,466,Sputnik V
Scotland,,12/31/2020,,,,,3850,,,,705,"Oxford/AstraZeneca, Pfizer/BioNTech"
Slovenia,SVN,12/31/2020,10619,10619,,1708,1200,0.51,0.51,,577,"Oxford/AstraZeneca, Pfizer/BioNTech"
Sweden,SWE,12/31/2020,,,,,1756,,,,174,"Oxford/AstraZeneca, Pfizer/BioNTech"
Switzerland,CHE,12/31/2020,,,,,3000,,,,347,"Moderna, Pfizer/BioNTech"
United Kingdom,GBR,12/31/2020,,,,,52475,,,,773,"Oxford/AstraZeneca, Pfizer/BioNTech"
United States,USA,12/31/2020,,,,,278776,,,,834,"Moderna, Pfizer/BioNTech"
Wales,,12/31/2020,,,,,1914,,,,607,"Oxford/AstraZeneca, Pfizer/BioNTech"
Argentina,ARG,1/1/2021,,,,,11070,,,,245,Sputnik V
Bahrain,BHR,1/1/2021,59351,59351,,708,1258,3.49,3.49,,739,"Pfizer/BioNTech, Sinopharm/Beijing"
Belgium,BEL,1/1/2021,793,793,,7,124,0.01,0.01,,11,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Bulgaria,BGR,1/1/2021,4739,4739,,,1007,0.07,0.07,,145,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,CYM,1/1/2021,,,,,275,,,,4184,Pfizer/BioNTech
Chile,CHL,1/1/2021,8650,8650,,0,493,0.05,0.05,,26,"Pfizer/BioNTech, Sinovac"
China,CHN,1/1/2021,,,,,232143,,,,161,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
Costa Rica,CRI,1/1/2021,,,,,240,,,,47,Pfizer/BioNTech
Croatia,HRV,1/1/2021,,,,,1105,,,,269,Pfizer/BioNTech
Czechia,CZE,1/1/2021,12039,12039,,262,2156,0.11,0.11,,201,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Denmark,DNK,1/1/2021,37457,37457,,2344,6193,0.65,0.65,,1069,"Moderna, Pfizer/BioNTech"
England,,1/1/2021,,,,,46580,,,,828,"Oxford/AstraZeneca, Pfizer/BioNTech"
Estonia,EST,1/1/2021,2487,,,580,570,0.19,,,430,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Finland,FIN,1/1/2021,,,,,459,,,,83,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
France,FRA,1/1/2021,325,325,,9,62,0,0,,1,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Germany,DEU,1/1/2021,204784,204784,,24457,36271,0.24,0.24,,433,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Greece,GRC,1/1/2021,2603,2603,,264,539,0.02,0.02,,52,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Hungary,HUN,1/1/2021,,,,,1578,,,,163,Pfizer/BioNTech
Iceland,ISL,1/1/2021,,,,,63,,,,185,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,IRL,1/1/2021,,,,,550,,,,111,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Israel,ISR,1/1/2021,1063609,1063609,,71883,116046,12.29,12.29,,13407,"Moderna, Pfizer/BioNTech"
Italy,ITA,1/1/2021,49875,49875,,11037,8572,0.08,0.08,,142,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Kuwait,KWT,1/1/2021,,,,,1121,,,,262,Pfizer/BioNTech
Lithuania,LTU,1/1/2021,,,,,1491,,,,548,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Luxembourg,LUX,1/1/2021,,,,,62,,,,99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Mexico,MEX,1/1/2021,,,,,4051,,,,31,Pfizer/BioNTech
Monaco,MCO,1/1/2021,,,,,126,,,,3211,Pfizer/BioNTech
Northern Ireland,,1/1/2021,,,,,1726,,,,911,"Oxford/AstraZeneca, Pfizer/BioNTech"
Norway,NOR,1/1/2021,2176,2176,,6,434,0.04,0.04,,80,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Oman,OMN,1/1/2021,,,,,1289,,,,252,"Oxford/AstraZeneca, Pfizer/BioNTech"
Poland,POL,1/1/2021,,,,,11749,,,,310,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Portugal,PRT,1/1/2021,,,,,6149,,,,603,"Moderna, Pfizer/BioNTech"
Qatar,QAT,1/1/2021,,,,,1351,,,,469,Pfizer/BioNTech
Romania,ROU,1/1/2021,11656,11656,,1367,2398,0.06,0.06,,125,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Russia,RUS,1/1/2021,,,,,68000,,,,466,Sputnik V
Scotland,,1/1/2021,,,,,3584,,,,656,"Oxford/AstraZeneca, Pfizer/BioNTech"
Slovenia,SVN,1/1/2021,10766,10766,,147,989,0.52,0.52,,476,"Oxford/AstraZeneca, Pfizer/BioNTech"
Sweden,SWE,1/1/2021,,,,,1756,,,,174,"Oxford/AstraZeneca, Pfizer/BioNTech"
Switzerland,CHE,1/1/2021,,,,,3000,,,,347,"Moderna, Pfizer/BioNTech"
United Kingdom,GBR,1/1/2021,,,,,53839,,,,793,"Oxford/AstraZeneca, Pfizer/BioNTech"
United States,USA,1/1/2021,,,,,302329,,,,904,"Moderna, Pfizer/BioNTech"
Wales,,1/1/2021,,,,,1948,,,,618,"Oxford/AstraZeneca, Pfizer/BioNTech"
Argentina,ARG,1/2/2021,,,,,8776,,,,194,Sputnik V
Bahrain,BHR,1/2/2021,60097,60097,,746,1220,3.53,3.53,,717,"Pfizer/BioNTech, Sinopharm/Beijing"
Belgium,BEL,1/2/2021,,,,,99,,,,9,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Bulgaria,BGR,1/2/2021,,,,,799,,,,115,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Canada,CAN,1/2/2021,,77521,,,,,0.21,,,"Moderna, Pfizer/BioNTech"
Cayman Islands,CYM,1/2/2021,,,,,275,,,,4184,Pfizer/BioNTech
Chile,CHL,1/2/2021,8650,8650,,0,44,0.05,0.05,,2,"Pfizer/BioNTech, Sinovac"
China,CHN,1/2/2021,,,,,276786,,,,192,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
Costa Rica,CRI,1/2/2021,,,,,240,,,,47,Pfizer/BioNTech
Croatia,HRV,1/2/2021,,,,,1105,,,,269,Pfizer/BioNTech
Czechia,CZE,1/2/2021,13295,13295,,1256,2006,0.12,0.12,,187,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Denmark,DNK,1/2/2021,46352,46352,,8895,6643,0.8,0.8,,1147,"Moderna, Pfizer/BioNTech"
England,,1/2/2021,,,,,48257,,,,857,"Oxford/AstraZeneca, Pfizer/BioNTech"
Estonia,EST,1/2/2021,,,,,459,,,,346,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Finland,FIN,1/2/2021,,,,,459,,,,83,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
France,FRA,1/2/2021,367,367,,42,59,0,0,,1,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Germany,DEU,1/2/2021,256063,256063,,51279,38772,0.31,0.31,,463,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Greece,GRC,1/2/2021,3149,3149,,546,540,0.03,0.03,,52,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Hungary,HUN,1/2/2021,,,,,1722,,,,178,Pfizer/BioNTech
Iceland,ISL,1/2/2021,,,,,63,,,,185,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,IRL,1/2/2021,,,,,550,,,,111,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Israel,ISR,1/2/2021,1135704,1135704,,72095,121683,13.12,13.12,,14058,"Moderna, Pfizer/BioNTech"
Italy,ITA,1/2/2021,88361,88361,,38486,13558,0.15,0.15,,224,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Kuwait,KWT,1/2/2021,,,,,1121,,,,262,Pfizer/BioNTech
Lithuania,LTU,1/2/2021,,,,,1263,,,,464,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Luxembourg,LUX,1/2/2021,,,,,62,,,,99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Mexico,MEX,1/2/2021,,,,,4407,,,,34,Pfizer/BioNTech
Monaco,MCO,1/2/2021,,,,,126,,,,3211,Pfizer/BioNTech
Northern Ireland,,1/2/2021,,,,,1645,,,,869,"Oxford/AstraZeneca, Pfizer/BioNTech"
Norway,NOR,1/2/2021,2176,2176,,0,362,0.04,0.04,,67,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Oman,OMN,1/2/2021,7231,7231,,,1103,0.14,0.14,,216,"Oxford/AstraZeneca, Pfizer/BioNTech"
Poland,POL,1/2/2021,50391,50391,,,9678,0.13,0.13,,256,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Portugal,PRT,1/2/2021,,,,,5177,,,,508,"Moderna, Pfizer/BioNTech"
Qatar,QAT,1/2/2021,,,,,1351,,,,469,Pfizer/BioNTech
Romania,ROU,1/2/2021,13242,13242,,1586,2235,0.07,0.07,,116,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Russia,RUS,1/2/2021,800000,800000,,,68000,0.55,0.55,,466,Sputnik V
Scotland,,1/2/2021,,,,,3318,,,,607,"Oxford/AstraZeneca, Pfizer/BioNTech"
Slovenia,SVN,1/2/2021,11170,11170,,404,892,0.54,0.54,,429,"Oxford/AstraZeneca, Pfizer/BioNTech"
Sweden,SWE,1/2/2021,,,,,1756,,,,174,"Oxford/AstraZeneca, Pfizer/BioNTech"
Switzerland,CHE,1/2/2021,,,,,3000,,,,347,"Moderna, Pfizer/BioNTech"
United Kingdom,GBR,1/2/2021,,,,,55203,,,,813,"Oxford/AstraZeneca, Pfizer/BioNTech"
United States,USA,1/2/2021,4225756,4225756,,,325882,1.26,1.26,,974,"Moderna, Pfizer/BioNTech"
Wales,,1/2/2021,,,,,1983,,,,629,"Oxford/AstraZeneca, Pfizer/BioNTech"
Argentina,ARG,1/3/2021,,,,,7400,,,,164,Sputnik V
Bahrain,BHR,1/3/2021,60689,60689,,592,1011,3.57,3.57,,594,"Pfizer/BioNTech, Sinopharm/Beijing"
Belgium,BEL,1/3/2021,,,,,83,,,,7,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Bulgaria,BGR,1/3/2021,,,,,675,,,,97,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,CYM,1/3/2021,,,,,275,,,,4184,Pfizer/BioNTech
Chile,CHL,1/3/2021,8650,8650,,0,,0.05,0.05,,,"Pfizer/BioNTech, Sinovac"
China,CHN,1/3/2021,,,,,321429,,,,223,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
Costa Rica,CRI,1/3/2021,2455,,,,240,0.05,,,47,Pfizer/BioNTech
Croatia,HRV,1/3/2021,12285,12285,,,1105,0.3,0.3,,269,Pfizer/BioNTech
Czechia,CZE,1/3/2021,14211,14211,,916,1850,0.13,0.13,,173,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Denmark,DNK,1/3/2021,52376,52376,,6024,6555,0.9,0.9,,1132,"Moderna, Pfizer/BioNTech"
England,,1/3/2021,1190750,1170185,20565,,49935,2.12,2.08,0.04,887,"Oxford/AstraZeneca, Pfizer/BioNTech"
Estonia,EST,1/3/2021,2517,,,,385,0.19,,,290,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Finland,FIN,1/3/2021,,,,,459,,,,83,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
France,FRA,1/3/2021,441,441,,74,61,0,0,,1,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Germany,DEU,1/3/2021,281307,281307,,25244,36840,0.34,0.34,,440,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Greece,GRC,1/3/2021,3869,3869,,720,570,0.04,0.04,,55,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Hungary,HUN,1/3/2021,12000,,,,1818,0.12,,,188,Pfizer/BioNTech
Iceland,ISL,1/3/2021,,,,,63,,,,185,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,IRL,1/3/2021,,,,,550,,,,111,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Israel,ISR,1/3/2021,1285898,1285898,,150194,128199,14.86,14.86,,14811,"Moderna, Pfizer/BioNTech"
Italy,ITA,1/3/2021,123463,123463,,35102,16636,0.2,0.2,,275,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Kuwait,KWT,1/3/2021,,,,,1121,,,,262,Pfizer/BioNTech
Lithuania,LTU,1/3/2021,,,,,1100,,,,404,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Luxembourg,LUX,1/3/2021,,,,,62,,,,99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Mexico,MEX,1/3/2021,,,,,4763,,,,37,Pfizer/BioNTech
Monaco,MCO,1/3/2021,,,,,126,,,,3211,Pfizer/BioNTech
Northern Ireland,,1/3/2021,41956,40685,1271,,1563,2.22,2.15,0.07,825,"Oxford/AstraZeneca, Pfizer/BioNTech"
Norway,NOR,1/3/2021,2179,2179,,3,311,0.04,0.04,,57,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Oman,OMN,1/3/2021,8826,8826,,1595,1185,0.17,0.17,,232,"Oxford/AstraZeneca, Pfizer/BioNTech"
Poland,POL,1/3/2021,50833,50833,,442,8139,0.13,0.13,,215,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Portugal,PRT,1/3/2021,32000,32000,,,4529,0.31,0.31,,444,"Moderna, Pfizer/BioNTech"
Qatar,QAT,1/3/2021,,,,,1351,,,,469,Pfizer/BioNTech
Romania,ROU,1/3/2021,13596,13596,,354,1922,0.07,0.07,,100,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Russia,RUS,1/3/2021,,,,,60883,,,,417,Sputnik V
Scotland,,1/3/2021,115874,115831,43,,3052,2.12,2.12,0,559,"Oxford/AstraZeneca, Pfizer/BioNTech"
Slovenia,SVN,1/3/2021,11725,11725,,555,844,0.56,0.56,,406,"Oxford/AstraZeneca, Pfizer/BioNTech"
Sweden,SWE,1/3/2021,14176,14159,17,,1756,0.14,0.14,0,174,"Oxford/AstraZeneca, Pfizer/BioNTech"
Switzerland,CHE,1/3/2021,,,,,3000,,,,347,"Moderna, Pfizer/BioNTech"
United Kingdom,GBR,1/3/2021,1398899,1376994,21905,,56567,2.06,2.03,0.03,833,"Oxford/AstraZeneca, Pfizer/BioNTech"
United States,USA,1/3/2021,,,,,336949,,,,1007,"Moderna, Pfizer/BioNTech"
Wales,,1/3/2021,50319,50293,26,,2017,1.6,1.6,0,640,"Oxford/AstraZeneca, Pfizer/BioNTech"
Argentina,ARG,1/4/2021,39599,,,,6483,0.09,,,143,Sputnik V
Bahrain,BHR,1/4/2021,61612,61612,,923,943,3.62,3.62,,554,"Pfizer/BioNTech, Sinopharm/Beijing"
Belgium,BEL,1/4/2021,794,794,,,71,0.01,0.01,,6,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Bulgaria,BGR,1/4/2021,,,,,592,,,,85,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,CYM,1/4/2021,,,,,275,,,,4184,Pfizer/BioNTech
Chile,CHL,1/4/2021,9055,9055,,405,58,0.05,0.05,,3,"Pfizer/BioNTech, Sinovac"
China,CHN,1/4/2021,,,,,366071,,,,254,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
Costa Rica,CRI,1/4/2021,,,,,414,,,,81,Pfizer/BioNTech
Croatia,HRV,1/4/2021,,,,,1036,,,,252,Pfizer/BioNTech
Czechia,CZE,1/4/2021,17779,17779,,3568,2034,0.17,0.17,,190,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Denmark,DNK,1/4/2021,54779,54779,,2403,6614,0.95,0.95,,1142,"Moderna, Pfizer/BioNTech"
England,,1/4/2021,,,,,66128,,,,1175,"Oxford/AstraZeneca, Pfizer/BioNTech"
Estonia,EST,1/4/2021,2535,,,18,333,0.19,,,251,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Finland,FIN,1/4/2021,3604,,,,459,0.07,,,83,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
France,FRA,1/4/2021,1800,1800,,1359,250,0,0,,4,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Germany,DEU,1/4/2021,329640,329640,,48333,41081,0.39,0.39,,490,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Greece,GRC,1/4/2021,10327,10327,,6458,1411,0.1,0.1,,135,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Hungary,HUN,1/4/2021,15000,,,3000,1987,0.16,,,206,Pfizer/BioNTech
Iceland,ISL,1/4/2021,,,,,63,,,,185,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,IRL,1/4/2021,4000,,,,550,0.08,,,111,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Israel,ISR,1/4/2021,1437689,1437687,2,151791,130608,16.61,16.61,0,15090,"Moderna, Pfizer/BioNTech"
Italy,ITA,1/4/2021,191772,191772,,68309,26255,0.32,0.32,,434,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Kuwait,KWT,1/4/2021,,,,,1121,,,,262,Pfizer/BioNTech
Latvia,LVA,1/4/2021,,2956,,,,,0.16,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Lithuania,LTU,1/4/2021,,,,,720,,,,264,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Luxembourg,LUX,1/4/2021,,,,,62,,,,99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Mexico,MEX,1/4/2021,43960,43960,,,4912,0.03,0.03,,38,Pfizer/BioNTech
Monaco,MCO,1/4/2021,,,,,126,,,,3211,Pfizer/BioNTech
Northern Ireland,,1/4/2021,,,,,2360,,,,1246,"Oxford/AstraZeneca, Pfizer/BioNTech"
Norway,NOR,1/4/2021,2185,2185,,6,226,0.04,0.04,,42,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Oman,OMN,1/4/2021,10728,10728,,1902,1287,0.21,0.21,,252,"Oxford/AstraZeneca, Pfizer/BioNTech"
Poland,POL,1/4/2021,92220,92220,,41387,12889,0.24,0.24,,341,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Portugal,PRT,1/4/2021,,,,,4360,,,,428,"Moderna, Pfizer/BioNTech"
Qatar,QAT,1/4/2021,,,,,1351,,,,469,Pfizer/BioNTech
Romania,ROU,1/4/2021,25508,25508,,11912,3349,0.13,0.13,,174,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Russia,RUS,1/4/2021,,,,,53766,,,,368,Sputnik V
Scotland,,1/4/2021,,,,,3642,,,,667,"Oxford/AstraZeneca, Pfizer/BioNTech"
Slovakia,SVK,1/4/2021,0,0,,,,0,0,,,Pfizer/BioNTech
Slovenia,SVN,1/4/2021,12816,12816,,1091,778,0.62,0.62,,374,"Oxford/AstraZeneca, Pfizer/BioNTech"
Spain,ESP,1/4/2021,82834,82834,,,,0.18,0.18,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Sweden,SWE,1/4/2021,,,,,2181,,,,216,"Oxford/AstraZeneca, Pfizer/BioNTech"
Switzerland,CHE,1/4/2021,,,,,3000,,,,347,"Moderna, Pfizer/BioNTech"
United Kingdom,GBR,1/4/2021,,,,,74590,,,,1099,"Oxford/AstraZeneca, Pfizer/BioNTech"
United States,USA,1/4/2021,4563260,4563260,,,348017,1.36,1.36,,1041,"Moderna, Pfizer/BioNTech"
Wales,,1/4/2021,,,,,2460,,,,780,"Oxford/AstraZeneca, Pfizer/BioNTech"
Argentina,ARG,1/5/2021,,,,,7984,,,,177,Sputnik V
Bahrain,BHR,1/5/2021,63893,63893,,2281,1122,3.75,3.75,,659,"Pfizer/BioNTech, Sinopharm/Beijing"
Belgium,BEL,1/5/2021,2370,2370,,1576,296,0.02,0.02,,26,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Bulgaria,BGR,1/5/2021,5448,5448,,,533,0.08,0.08,,77,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Cayman Islands,CYM,1/5/2021,,,,,275,,,,4184,Pfizer/BioNTech
